name,ingredients,diet,course,procedure,state,img_url,,,,,,
Mango Shake,"Mango, milk, sugar or honey, ice cubes, vanilla ice cream (optional), cardamom powder (optional), chopped nuts (for garnish).",vegetarian,shakes,"Step 1: Take 1 cup ripe mango pulp, 1 cup cold milk, and 2 tbsp sugar or honey in a blender.

Step 2: Add 4-5 ice cubes and blend until smooth and creamy.

Step 3: Pour into a glass and top with vanilla ice cream (optional).

Step 4: Garnish with chopped nuts or cardamom powder (optional) and serve chilled.",United States,https://www.indianhealthyrecipes.com/wp-content/uploads/2021/04/mango-milkshake-recipe-500x500.jpg,,,,,,
Vanilla Shake,"Milk, vanilla ice cream, sugar or honey, vanilla essence, ice cubes, whipped cream (optional), chopped nuts (for garnish).",vegetarian,shakes,"Step 1: Take 1 cup cold milk, 2 scoops vanilla ice cream, and 2 tbsp sugar in a blender.

Step 2: Add 4-5 ice cubes and ½ tsp vanilla essence.

Step 3: Blend until smooth and frothy.

Step 4: Pour into a glass, top with whipped cream (optional), garnish with chopped nuts, and serve chilled. ",United States,https://food.fnr.sndimg.com/content/dam/images/food/fullset/2021/02/03/BobbyFlay_BasicVanillaMilkshake_H.jpg.rend.hgtvcom.1280.1280.suffix/1612401890664.webp,,,,,,
Strawberry Shake,"Strawberry, milk, sugar, vanilla ice cream (optional), ice cubes, whipped cream (optional), chopped nuts (for garnish).",vegetarian,shakes,"Step 1: Take 1 cup fresh strawberries, 1 cup cold milk, and 2 tbsp sugar or honey in a blender.

Step 2: Add 4-5 ice cubes and 1 scoop vanilla ice cream (optional).

Step 3: Blend until smooth and creamy.

Step 4: Pour into a glass, top with whipped cream (optional), garnish with chopped nuts or strawberry slices, and serve chilled. ",United States,https://www.skinnymixes.com/cdn/shop/files/1_520x500_e6f5d198-da55-4750-b47f-de1e7ab947cc_1024x1024.jpg?v=1724445853,,,,,,
Pineapple Shake,"Pineapple, milk, sugar, vanilla ice cream (optional), ice cubes, whipped cream (optional), chopped nuts (for garnish).",vegetarian,shakes,"Step 1: Take 1 cup pineapple chunks, 1 cup cold milk, and 2 tbsp sugar or honey in a blender.

Step 2: Add 4-5 ice cubes and 1 scoop vanilla ice cream (optional).

Step 3: Blend until smooth and creamy.

Step 4: Pour into a glass, top with whipped cream (optional), garnish with chopped nuts or pineapple slices, and serve chilled. ",United States,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSAuqU3zA-ROXxFBGi-jfopW0SrY3-ajJtx9g&s,,,,,,
Mojito,"Fresh mint leaves, lemon slices, sugar or simple syrup, soda water, ice cubes, crushed ice, salt (optional).",vegetarian,shakes,"Step 1: Take 10-12 fresh mint leaves and 2 lemon slices in a glass.

Step 2: Add 2 tbsp sugar and muddle (crush) gently to release flavors.

Step 3: Add 4-5 ice cubes and pour 1 cup soda water.

Step 4: Stir well, garnish with mint leaves and lemon slices, and serve chilled. ",Havana,https://cookieandkate.com/images/2020/08/best-mojito-recipe-2.jpg,,,,,,
Mixed Fruit Juice,"Apple, banana, orange, pineapple, mango, grapes, sugar or honey (optional), water, ice cubes, lemon juice (optional).",vegetarian,shakes,"Step 1: Take ½ cup chopped apple, ½ cup chopped banana, ½ cup orange segments, ½ cup pineapple chunks, and ½ cup mango pieces in a blender.

Step 2: Add 1 cup cold water and 2 tbsp sugar or honey (optional).

Step 3: Blend until smooth and strain if needed.

Step 4: Pour into a glass, add 4-5 ice cubes, garnish with lemon slices (optional), and serve chilled. ",Italy,https://i.ytimg.com/vi/1jm9s4B5VL0/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLBoXheNPFlA7eUPyfUq9RklCuc_ZQ,,,,,,
Lassi,"Thick yogurt, water or milk, sugar or honey, cardamom powder (optional), ice cubes, chopped nuts (for garnish), saffron strands (optional).",vegetarian,shakes,"Step 1: Take 1 cup thick yogurt, ½ cup cold water or milk, and 2 tbsp sugar or honey in a blender.

Step 2: Add 4-5 ice cubes and ½ tsp cardamom powder (optional).

Step 3: Blend until smooth and frothy.

Step 4: Pour into a glass, garnish with chopped nuts or saffron strands (optional), and serve chilled.",Punjab,https://dairy.subohi.in/wp-content/uploads/2024/07/lassi.png,,,,,,
Mocktail,"Fruit juice (orange, pineapple, or mango), soda or sparkling water, lemon juice, sugar or honey (optional), ice cubes, mint leaves (for garnish), fruit slices (for garnish).",vegetarian,shakes,"Step 1: Take ½ cup orange juice, ½ cup pineapple juice, and 1 tbsp lemon juice in a glass.

Step 2: Add 2 tbsp sugar syrup (optional) and mix well.

Step 3: Add 4-5 ice cubes and ½ cup soda or sparkling water.

Step 4: Stir, garnish with mint leaves and fruit slices, and serve chilled.",United States,https://butfirstwebrunch.com/wp-content/uploads/2024/06/sunrise-mocktail-3.jpg,,,,,,
Veg Chowmein,"Hakka noodles, oil, ginger-garlic paste, onion, capsicum, cabbage, carrot, spring onions, green chili, soy sauce, vinegar, chili sauce, tomato ketchup, black pepper powder, salt, sugar, sesame seeds (optional).






",vegetarian,snack,"Step 1: Boil Noodles
Cook Hakka noodles in boiling water with oil for 5-7 minutes, drain, rinse with cold water, and toss with oil.

Step 2: Prepare Vegetables
Slice onions, capsicum, cabbage, and carrots. Chop spring onions and green chili.

Step 3: Stir-Fry Vegetables
Heat oil in a wok, sauté ginger-garlic paste, add onions, then stir-fry capsicum, carrots, and cabbage on high flame.

Step 4: Add Noodles & Sauces
Add boiled noodles, soy sauce, vinegar, chili sauce, tomato ketchup, black pepper, salt, and sugar. Toss well.

Step 5: Final Touch & Serve
Mix in chopped spring onions, stir-fry for a minute, garnish, and serve hot. Enjoy your Veg Chowmein!",China,https://i.ytimg.com/vi/6-1-sEW_6ko/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLB5eaEzC3klK_KNz2hF5cQr2QRHww,,,,,,
Samosa,"Potatoes, all-purpose flour, cumin seeds, carom seeds, salt, oil, green chilies, ginger, garlic, peas, coriander powder, garam masala, red chili powder, turmeric powder, amchur (dry mango powder), coriander leaves, water.",vegetarian,snack,"Step 1: Prepare the Dough
In a mixing bowl add all-purpose flour salt carom seeds and oil. Mix well until the flour resembles breadcrumbs. Gradually add water and knead into a firm dough. Cover and let it rest for 30 minutes

Step 2: Prepare the Filling
Heat oil in a pan and add cumin seeds let them crackle. Add grated ginger and green chilies sauté for a few seconds. Add boiled peas and mashed potatoes mix well. Add coriander powder garam masala red chili powder turmeric powder amchur and salt. Mix everything properly and cook for a few minutes. Turn off the heat and add chopped coriander leaves let the mixture cool

Step 3: Shape the Samosas
Divide the dough into small balls and roll each into a thin oval shape. Cut the oval in half creating two semi-circles. Take one semi-circle and apply water along the edges. Fold into a cone shape and fill with the potato mixture. Seal the edges properly

Step 4: Fry the Samosas
Heat oil in a deep pan over medium heat. Fry the samosas until golden brown and crispy. Remove and drain excess oil on a paper towel. Serve hot with mint chutney or tamarind chutney",Asia,https://staticimg.amarujala.com/assets/images/2019/03/25/samosa_1553501416.jpeg?q=65&w=480&dpr=2.6,,,,,,
Apple Juice,"Apple, water, lemon juice, salt (optional), ice cubes (optional), mint leaves (optional).




",vegetarian,shakes,"Step 1:
Wash 3–4 fresh apples thoroughly. Remove the core and cut them into small pieces.

Step 2:
Put the apple pieces into a blender. Add ½ cup of water and blend until smooth.

Step 3:
Strain the mixture using a fine sieve or muslin cloth to extract the juice.

Step 4:
Add 1 teaspoon of lemon juice and a pinch of salt (optional) for extra flavor.

Step 5:
Stir well and serve chilled. You can add ice cubes or a few mint leaves for garnish.",Asia,https://img.freepik.com/free-photo/front-view-fresh-apple-juice-with-fresh-apples-dark-drink-photo-color-cocktail-fruit_140725-92829.jpg?semt=ais_hybrid&w=740,,,,,,
Fish Biryani,"Fish, basmati rice, onions, tomatoes, green chilies, ginger-garlic paste, yogurt, lemon juice, mint leaves, coriander leaves, biryani masala, turmeric powder, red chili powder, garam masala, oil, ghee, salt, water",non vegetarian,main course,"Step 1: Marinate the Fish
Clean and cut the fish into pieces.

In a bowl, mix the fish with 1/2 tsp turmeric powder, 1 tbsp red chili powder, 1 tbsp ginger-garlic paste, 1/2 cup yogurt, and salt. Let it marinate for 30 minutes to 1 hour.

Step 2: Prepare Rice
Wash 1 1/2 cups basmati rice and soak it for 20 minutes.

In a large pot, bring 2 1/2 cups of water to a boil. Add a pinch of salt and the whole spices (bay leaf, cardamom, cloves, and cinnamon stick).

Add the soaked rice and cook it until it’s 70-80% done (parboiled). Drain the excess water and set the rice aside.

Step 3: Cook the Fish
Heat oil or ghee in a pan. Add sliced onions and sauté them until golden brown. Remove half of the fried onions for garnishing.

Add the marinated fish to the pan and cook for 5-6 minutes on medium heat, turning the fish pieces carefully so they don't break.

Add chopped tomatoes, green chilies, and cook until the tomatoes soften.

Add coriander powder, garam masala, biryani masala, and a pinch of salt. Stir well and cook for 2-3 minutes.

Remove from heat.

Step 4: Layer the Biryani
In a large pot or pressure cooker, layer the cooked fish mixture at the bottom.

Top it with a layer of the parboiled rice.

Sprinkle mint leaves, coriander leaves, lemon juice, and the reserved fried onions over the rice.

Optionally, drizzle the saffron milk over the top for added flavor and color.

Step 5: Final Cooking
Cover the pot with a tight-fitting lid. If using a pressure cooker, don’t use the weight. Cook on low heat (dum) for 15-20 minutes, or until the rice is fully cooked and the flavors have melded.

If cooking in a pot, you can place a heavy pan under the pot and cook on low heat for 15-20 minutes.

Step 6: Serve
Gently fluff the biryani with a fork. Serve hot with raita or salad.",Bengal,https://burmawalakitchen.com/wp-content/uploads/2024/06/Fish-Biryani-1024x575.jpg,,,,,,
Fish Curry,"Fish pieces, oil, mustard seeds, cumin seeds, curry leaves, chopped onions, chopped tomatoes, green chilies, ginger-garlic paste, turmeric powder, red chili powder, coriander powder, garam masala, salt, tamarind paste or lemon juice, coconut milk or water, fresh coriander leaves.",non vegetarian,main course,"Step 1: Heat Spices
Heat oil in a large pan. Add mustard seeds and cumin seeds. Let them splutter for a few seconds.

Add dried red chilies and curry leaves. Stir for a few seconds to release their aroma.

Step 2: Sauté Onions and Tomatoes
Add chopped onions and sauté until they turn golden brown.

Add ginger-garlic paste and sauté for another 2 minutes until fragrant.

Add chopped tomatoes and green chilies. Cook until the tomatoes become soft and release oil.

Step 3: Add Dry Spices
Add turmeric powder, red chili powder, coriander powder, cumin powder, and salt. Stir well to combine and cook for 2-3 minutes until the spices are cooked.

Step 4: Add Fish and Coconut Milk
Gently add the fish pieces to the pan. Be careful not to break the fish.

Pour in the coconut milk (or water for a lighter curry) and bring to a simmer. Add tamarind paste or lemon juice to add a tangy flavor.

Cover and let it cook on medium heat for 10–12 minutes, or until the fish is fully cooked.

Step 5: Final Seasoning
Once the fish is cooked, check for seasoning and adjust salt and spice level if needed.

Garnish with fresh coriander leaves.

Step 6: Serve
Serve the fish curry hot with steamed rice, roti, or paratha.",Kerela,https://www.maggi.in/sites/default/files/srh_recipes/c42d9f71d29afc39144b092da446145b.jpeg,,,,,,
Fish Fry,"Fish slices, turmeric powder, red chili powder, black pepper powder, salt, ginger-garlic paste, lemon juice or vinegar, rice flour or corn flour,oil.",non vegetarian,main course,"Step 1: Marinate the Fish
Clean and pat dry the fish fillets.

In a bowl, mix together:

1/2 tsp turmeric powder

1 tbsp red chili powder

1 tsp black pepper powder

1 tbsp ginger-garlic paste

1 tbsp lemon juice

Salt to taste

Coat the fish pieces in the marinade and let them sit for 15–20 minutes.

Step 2: Prepare the Coating (Optional)
If you want a crispy exterior, lightly coat the marinated fish with 2 tbsp rice flour or corn flour.

Step 3: Heat Oil for Frying
Heat 2 tbsp oil in a frying pan on medium heat.

If you're using curry leaves, add a few to the hot oil for aroma.

Step 4: Fry the Fish
Carefully place the marinated fish in the hot oil.

Fry for 3-4 minutes on each side until the fish is golden and crispy.

Avoid flipping the fish too often to prevent it from breaking.

Step 5: Serve
Once the fish is cooked and crispy, remove it from the pan and drain excess oil on paper towels.

Garnish with fresh coriander leaves and serve hot.",Kolkata,https://nishkitchen.com/wp-content/uploads/2015/04/Chettinad-fish-fry-1B.jpg,,,,,,
Baked Fish,"Fish fillets, olive oil, lemon juice, garlic, salt, black pepper, dried herbs (like oregano), paprika or chili flakes, sliced onions, sliced tomatoes.",non vegetarian,main course,"Step 1: Preheat the Oven
Preheat your oven to 180°C (350°F).

Step 2: Prepare the Marinade
In a small bowl, mix together:

2 tbsp olive oil

1 tbsp lemon juice

2-3 minced garlic cloves

1 tsp paprika (or chili powder)

1 tsp dried oregano or thyme

1/2 tsp black pepper

Salt to taste

Step 3: Marinate the Fish
Place the fish fillets on a baking tray lined with parchment paper or lightly greased.

Pour the marinade over the fish fillets and rub it in gently to coat both sides. Let it marinate for 15-20 minutes.

Step 4: Bake the Fish
Place the baking tray in the preheated oven.

Bake the fish for 12-15 minutes, depending on the thickness of the fillets. The fish should be opaque and flake easily with a fork when done.

Step 5: Serve
Once baked, remove from the oven and garnish with fresh parsley or cilantro.

Serve with lemon slices on the side for extra zing.",Kerela,https://www.tasteofhome.com/wp-content/uploads/2018/01/Fast-Baked-Fish_EXPS_FT24_9049_JR_0301_1.jpg,,,,,,
Spicy Prawns,"Prawns, oil, mustard seeds, curry leaves, chopped onions, green chilies, ginger-garlic paste, turmeric powder, red chili powder, black pepper powder, coriander powder, garam masala, salt, lemon juice, chopped coriander leaves.",non vegetarian,main course,"Step 1: Prepare the Prawns
Clean, peel, and devein the prawns. Pat them dry with a paper towel.

Step 2: Cook the Aromatics
Heat oil in a pan over medium heat. Add cumin seeds and dried red chilies. Let them splutter.

Add chopped onions and sauté until golden brown.

Add the ginger-garlic paste and cook for 2 minutes until fragrant.

Step 3: Cook Tomatoes and Spices
Add chopped tomatoes and slit green chilies to the pan. Cook until the tomatoes soften and release oil.

Stir in red chili powder, turmeric powder, coriander powder, and salt. Cook for 2-3 minutes until the oil separates from the masala.

Step 4: Add Prawns
Add the prawns to the pan and mix well with the masala.

Cook for 5-7 minutes, stirring occasionally, until the prawns turn pink and are cooked through. Be careful not to overcook, as prawns can become rubbery.

Step 5: Finish the Dish
Sprinkle garam masala and stir. Adjust salt and spice levels as needed.

Garnish with fresh coriander leaves and drizzle with lemon juice for extra tang.

Step 6: Serve
Serve the spicy prawns hot with steamed rice, roti, or paratha.",Tamil Nadu,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSKT0NtNgZuXYURzchg_YDO9iEcYfkTGjoORA&s,,,,,,
Grilled Prawns,"Prawns, olive oil, lemon juice, garlic, red chili flakes or paprika, black pepper, salt, dried oregano or mixed herbs, ginger paste, cumin powder, chopped parsley or coriander for garnish.",non vegetarian,main course,"Step 1: Marinate the Prawns
In a bowl, combine:

2 tbsp olive oil

1 tbsp lemon juice

1 tbsp minced garlic

1 tsp red chili flakes

1 tsp paprika

1 tsp cumin powder

1 tsp dried oregano or thyme

Salt to taste

Add the prawns to the marinade and mix well, ensuring they are fully coated.

Cover and refrigerate for at least 30 minutes to 1 hour to allow the flavors to infuse.

Step 2: Preheat the Grill
Preheat your grill or grill pan to medium-high heat.

Step 3: Grill the Prawns
Skewer the marinated prawns if using wooden or metal skewers (optional, but helps with easy flipping).

Place the prawns on the grill and cook for 2-3 minutes on each side or until they turn pink and opaque.

Avoid overcooking, as prawns can become rubbery. They should have grill marks and a slightly crispy texture on the outside.

Step 4: Serve
Once done, remove the prawns from the grill and garnish with fresh parsley or coriander leaves.

Serve with lemon wedges for extra zest.",Asia,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFzmWDO5cDupXnxgCUZbTQYHJUlT_yrdnT3A&s,,,,,,
Prawn Masala,"Prawns (peeled and deveined), oil, curry leaves, chopped onions, chopped tomatoes, green chilies, ginger-garlic paste, turmeric powder, red chili powder, coriander powder, cumin powder, garam masala, salt, water, chopped coriander leaves.",non vegetarian,main course,"Step 1: Prepare the Prawns
Clean, peel, and devein the prawns. Pat them dry with a paper towel.

Step 2: Sauté Aromatics
Heat oil in a pan over medium heat. Add cumin seeds and bay leaf. Let them splutter.

Add chopped onions and sauté until they turn golden brown.

Add the ginger-garlic paste and sauté for 2 minutes until fragrant.

Step 3: Cook Tomatoes and Spices
Add chopped tomatoes and slit green chilies. Cook until the tomatoes soften and release oil.

Stir in turmeric powder, red chili powder, coriander powder, cumin powder, and salt. Cook for 2-3 minutes until the oil separates from the masala.

Step 4: Add Prawns
Add the prawns to the pan and mix well with the masala.

Cook for 5-7 minutes, stirring occasionally, until the prawns turn pink and are cooked through.

Step 5: Add Water and Garam Masala
Add about 1/2 cup of water to the pan to create a gravy (adjust the consistency to your liking).

Stir in garam masala and cook for an additional 2 minutes to blend the flavors.

Step 6: Garnish and Serve
Garnish with fresh coriander leaves.

Serve hot with steamed rice, roti, or paratha.",Asia,https://www.licious.in/blog/wp-content/uploads/2020/12/Prawns-Masala-min.jpg,,,,,,
Prawn Tawa Masla,"Prawns (peeled and deveined), oil or ghee, chopped onions, chopped tomatoes, green chilies, ginger-garlic paste, turmeric powder, red chili powder, coriander powder, cumin powder, garam masala, kasuri methi (optional), salt, lemon juice, fresh coriander leaves.",non vegetarian,main course,"Step 1: Prepare the Prawns
Clean, peel, and devein the prawns. Pat them dry with a paper towel.

Step 2: Cook the Aromatics
Heat oil in a tawa (or a large pan) over medium heat.

Add mustard seeds and cumin seeds. Let them splutter.

Add dried red chilies and curry leaves. Stir for a few seconds to release the aroma.

Add finely chopped onions and sauté until they become golden brown.

Add ginger-garlic paste and sauté for another 2 minutes.

Step 3: Cook Tomatoes and Spices
Add chopped tomatoes and slit green chilies. Cook until the tomatoes soften and release their oil.

Add turmeric powder, red chili powder, coriander powder, and salt. Stir well and cook for 2-3 minutes until the masala is well-blended.

Step 4: Add Prawns
Add the prawns to the pan and cook for 4-5 minutes, stirring occasionally, until the prawns turn pink and are cooked through.

Be careful not to overcook the prawns, as they can become rubbery.

Step 5: Add Garam Masala and Lemon Juice
Sprinkle garam masala over the prawns and stir to coat evenly.

Add lemon juice to enhance the tanginess and freshness.

Step 6: Garnish and Serve
Garnish with fresh coriander leaves.

Serve the prawn tawa masala hot with naan, roti, or rice.",Asia,https://images.herzindagi.info/image/2021/Aug/prawn-tawa-masala-MAIN.jpg,,,,,,
Prawn Fry,"Prawns (peeled and deveined), turmeric powder, red chili powder, black pepper powder, salt, ginger-garlic paste, lemon juice, rice flour or corn flour (optional, for crispiness), curry leaves, oil for frying.",non vegetarian,main course,"Step 1:
Clean and devein 250g prawns. Rinse well and pat dry.

Step 2:
In a bowl, marinate the prawns with:

1/2 tsp turmeric powder

1 tsp red chili powder

1/2 tsp black pepper powder

1 tsp ginger-garlic paste

Salt to taste

1 tsp lemon juice
(Optional: Add 1 tbsp rice flour or corn flour for crispiness)
Mix well and let it rest for 15–30 minutes.

Step 3:
Heat 2–3 tbsp oil in a pan. Add a few curry leaves (optional) for aroma.

Step 4:
Add the marinated prawns and spread them out. Cook on medium heat for 3–4 minutes on one side.

Step 5:
Flip and cook the other side for another 3–4 minutes, until golden and slightly crispy.

Step 6:
Garnish with chopped coriander or a squeeze of lemon juice. Serve hot.",Kerela,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRp47JTAjOhqPSNWd2hsMjRfFbEc-7sMjpTXQ&s,,,,,,
Bharwa Bhindi ,"Bhindi (okra), oil, cumin seeds, asafoetida (hing), fennel seeds, coriander powder, cumin powder, turmeric powder, red chili powder, garam masala, amchur (dry mango powder), salt, besan (gram flour) – optional.",vegetarian,main course,"Step 1:
Wash and dry the bhindi (okra) thoroughly. Trim the ends and make a vertical slit in each without cutting all the way through.

Step 2:
In a bowl, mix together the following spices: 1 tsp coriander powder, 1 tsp cumin powder, ½ tsp turmeric powder, ½ tsp red chili powder, ½ tsp garam masala, 1 tsp amchur (dry mango powder), salt to taste, and optionally 1–2 tsp besan (gram flour) for extra texture.

Step 3:
Stuff each bhindi with the spice mixture carefully.

Step 4:
Heat 2–3 tbsp oil in a pan. Add ½ tsp cumin seeds, a pinch of asafoetida (hing), and ½ tsp fennel seeds. Let them splutter.

Step 5:
Place the stuffed bhindi in the pan in a single layer. Cook on low-medium heat.

Step 6:
Cover and cook, turning occasionally, until bhindi is tender and slightly crispy. This should take around 15–20 minutes.

Step 7:
Serve hot with roti, paratha, or dal-chawal.",Bangladesh,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQM70arxsNzSL3VFj6ZSJlSJZsOTaqlEYC_kYrRqXi7e1H3JZVE3DJ4A0WIJsBTPiECDIw&usqp=CAU,,,,,,
Sarson Da Saag,"Sarson (mustard greens), spinach (palak), bathua (optional), green chilies, ginger, garlic, onion (optional), maize flour (makki ka atta), salt, ghee or butter, water.",vegetarian,main course,"Step 1:
Clean and wash 500g sarson (mustard greens), 250g spinach, and 250g bathua (optional). Roughly chop them.

Step 2:
In a large pot or pressure cooker, add the greens, 2–3 chopped green chilies, 1-inch ginger (chopped), and some water. Cook until soft (15–20 mins in pot or 2–3 whistles in cooker).

Step 3:
Cool the mixture slightly and blend it coarsely using a hand blender or mixer.

Step 4:
Add 2 tbsp makki ka atta (maize flour) to the saag and simmer on low heat for 20–25 minutes, stirring occasionally to avoid sticking.

Step 5:
In a separate pan, heat 2 tbsp ghee. Add 1 chopped onion (optional), 4–5 chopped garlic cloves, and a pinch of hing. Sauté until golden.

Step 6:
Add the tempering (tadka) to the saag. Mix well and simmer for a few more minutes.

Step 7:
Serve hot with makki di roti, topped with a dollop of white butter or ghee.",Punjab,https://img-global.cpcdn.com/recipes/5009ba803511cb46/400x400cq70/photo.jpg,,,,,,
Rasmalai,"Full cream milk, lemon juice or vinegar (to curdle milk), sugar, water, cardamom powder, saffron strands, chopped pistachios, chopped almonds, rose water (optional).",vegetarian,dessert,"Step 1:
Boil 1 liter full cream milk. Once it comes to a boil, lower the heat and add 2–3 tbsp lemon juice or vinegar to curdle the milk. Stir gently until the whey separates.

Step 2:
Strain the curdled milk using a muslin cloth to get chenna (paneer). Rinse it under cold water to remove lemon flavor, then squeeze out excess water.

Step 3:
Knead the chenna for 8–10 minutes until smooth. Make small, smooth balls and flatten them slightly to form discs.

Step 4:
In a wide pan, boil 1 cup sugar in 4 cups water to make sugar syrup. Once boiling, add the chenna discs and cover. Cook for 15–20 minutes on medium heat. They will expand.

Step 5:
Meanwhile, boil 1 liter full cream milk in another pan. Simmer until it reduces slightly. Add ¼ cup sugar, a pinch of cardamom powder, saffron strands, and chopped pistachios and almonds.

Step 6:
Once the chenna discs are cooked, let them cool slightly. Gently squeeze out excess syrup and transfer them to the flavored milk.

Step 7:
Chill Rasmalai in the refrigerator for a few hours. Garnish with more nuts before serving.",West Bengal,https://www.indianhealthyrecipes.com/wp-content/uploads/2013/10/rasmalai-recipe-1-480x270.jpg,,,,,,
Bharwa Karela,"Karela (bitter gourds), mustard oil, onions, salt, turmeric powder, red chili powder, coriander powder, fennel seeds, cumin seeds, garam masala, amchur powder (dry mango powder), green chilies, ginger, garlic.",vegetarian,main course,"Step 1:
Wash and peel 4–5 medium-sized karelas (bitter gourds). Make a slit along the side of each karela and remove the seeds. Apply salt to the inside and outside, then set aside for 30 minutes to reduce bitterness. Rinse and pat dry.

Step 2:
Heat 2 tbsp mustard oil in a pan. Add 1 tsp cumin seeds and 1 tsp fennel seeds. Let them splutter.

Step 3:
Add 2 finely chopped onions. Sauté until golden brown.

Step 4:
Add 1 tsp ginger-garlic paste and 1 chopped green chili. Cook for a minute.

Step 5:
Add 1 tsp turmeric powder, 1 tsp red chili powder, 1.5 tsp coriander powder, 1/2 tsp garam masala, and 1 tsp amchur powder. Mix well.

Step 6:
Cook the spices for 2–3 minutes on low heat. Let the stuffing cool slightly.

Step 7:
Stuff the mixture into the slit karelas. Use thread to tie if needed to keep the stuffing in.

Step 8:
Heat 2–3 tbsp mustard oil in a pan. Shallow fry the stuffed karelas on medium heat, turning occasionally, until they are golden and cooked through (about 15–20 minutes).

Step 9:
Remove thread if used. Serve hot with roti or paratha.",West Bengal,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHjyGkG34OoQWui74N6rxZRgdVMLmImnVjMQ&s,,,,,,
Sweet Sevai,"Vermicelli (sevai), ghee, sugar, milk (optional), water, cardamom powder, chopped dry fruits (like almonds, cashews, pistachios), raisins, saffron strands (optional), rose water or kewra water (optional).",vegetarian,dessert,"Step 1:
Heat 2 tablespoons of ghee in a pan.

Step 2:
Add 1 cup sevai (vermicelli) and roast on low heat until golden brown. Stir continuously.

Step 3:
In the same pan, add 2 cups of water (or 1 cup water + 1 cup milk for richer taste). Let it come to a boil.

Step 4:
Lower the heat and cook until the sevai softens (about 5–7 minutes).

Step 5:
Add 1/2 to 3/4 cup sugar (adjust to taste) and stir well until dissolved.

Step 6:
Add 1/4 teaspoon cardamom powder, 1 tablespoon chopped almonds, 1 tablespoon chopped cashews, 1 tablespoon raisins, and saffron strands (optional).

Step 7:
Cook for 3–4 more minutes until the sevai absorbs the flavors and thickens slightly.

Step 8:
Optional: Add a few drops of rose water or kewra water for aroma.

Step 9:
Turn off the heat. Serve warm or chilled as desired.
",South India,https://www.vegrecipesofindia.com/wp-content/uploads/2016/05/meethi-seviyan-recipe14.jpg,,,,,,
Sweet Feniyan,"Vermicelli (thin) , sugar, milk (optional), water, ghee, cardamom powder, chopped dry fruits (almonds, cashews, pistachios), rose water or kewra water (optional), saffron strands (optional).",vegetarian,dessert,"Step 1:
Take 2–3 feniyan discs (thin vermicelli rounds). Crush lightly if preferred.

Step 2:
Heat 1–2 tablespoons ghee in a pan on low flame. Lightly roast the feniyan until golden and crisp. Set aside.

Step 3:
In another pan, boil 1 cup water (or use 1/2 cup water + 1/2 cup milk for a creamier version).

Step 4:
Add 1/2 cup sugar (adjust to taste) and stir until fully dissolved.

Step 5:
Add 1/4 teaspoon cardamom powder and a few saffron strands (optional) to the syrup.

Step 6:
Add the roasted feniyan into the syrup. Let them soak and cook for 2–3 minutes until soft and the syrup is mostly absorbed.

Step 7:
Garnish with chopped dry fruits (almonds, cashews, pistachios) and a few drops of rose water or kewra water (optional).

Step 8:
Serve warm or chilled, as you like.",Rajasthan,https://i.ytimg.com/vi/GFtBGJ_O6H0/sddefault.jpg,,,,,,
Fruit Cake,"Mixed dried fruits, pineapple, apple, orange, Strawberry , Nuts, Butter, Brown sugar, All-purpose flour, Baking powder, Baking soda, Cinnamon powder, Nutmeg powder, Vanilla extract, Orange juice or milk, Honey (optional), Rum or fruit juice (optional), Salt",vegetarian,dessert,"Step 1: Prepare the Fruits and Nuts
Soak the dried fruits: In a bowl, soak the mixed dried fruits (raisins, apricots, dates, cranberries, prunes, etc.) in rum or fruit juice for at least 2 hours (overnight for best results).

Cut fresh strawberries, pineapple, apple, and orange zest into small pieces. Chop the nuts (cashews, almonds, walnuts) into small bits.

Step 2: Prepare the Cake Batter
Preheat the oven to 180°C (350°F) and grease a cake pan.

Cream the butter and brown sugar until light and fluffy.

Add vanilla extract, and mix well.

In a separate bowl, sift together all-purpose flour, baking powder, baking soda, cinnamon powder, nutmeg powder, and a pinch of salt.
Gradually add the sifted dry ingredients to the butter mixture, alternating with orange juice or milk.

Gently fold in the soaked dried fruits, chopped strawberries, pineapple, apple, orange zest, strawberry,and chopped nuts into the batter.",Rome,https://bakewithshivesh.com/wp-content/uploads/2021/06/IMG_9642-scaled.jpg,,,,,,
